Sample_ID,Feature_1,Feature_2,Feature_3
1592,3.0,43127.57,-2809.29
1593,4.07,10577.22,3939.02
1594,-7.52,27737.38,-7386.87
1595,8.73,38706.04,-3157.25
1596,0.58,52500.8,5124.31
1597,6.99,34699.85,-3749.2
1598,2.39,36756.8,4757.04
1599,-3.17,30245.51,-7265.01
1600,5.58,7895.11,-3755.26
1601,2.26,15519.98,-493.24
1602,-9.22,54558.38,-6744.47
1603,-8.69,9976.94,-5983.15
1604,5.12,26259.16,6095.92
1605,1.37,14063.53,5867.09
1606,2.81,22631.79,6099.33
1607,-1.43,52777.13,-6996.25
1608,-1.96,14107.55,-7115.21
1609,3.7,245.55,5387.25
1610,-9.48,45478.68,-6651.91
1611,8.21,35789.39,-3428.4
1612,7.59,37165.38,-4390.62
1613,-9.07,34424.13,-5095.82
1614,7.06,37204.68,-2289.29
1615,-4.54,48946.08,-6709.65
1616,2.62,50624.2,6692.74
1617,-6.4,29026.19,-6175.21
1618,-2.66,44238.47,-7956.91
1619,-3.17,11762.1,-7947.03
1620,4.35,19285.17,6940.91
1621,2.62,25958.32,-2441.83
1622,3.91,5247.93,4715.25
1623,3.89,45014.89,4334.09
1624,1.92,44795.46,4770.09
1625,-9.09,38126.86,-7072.06
1626,7.7,63309.71,-3816.35
1627,-2.64,63152.06,-4943.87
1628,-9.31,48180.54,-5511.75
1629,-9.56,5965.14,-6035.59
1630,-7.81,22237.5,-6785.77
1631,3.06,18788.24,4611.84
1632,-3.89,22755.71,-8157.0
1633,-1.06,50005.0,-6375.51
1634,-9.71,14572.2,-7039.66
1635,6.56,24439.23,-2275.68
1636,-3.15,30370.06,-6031.61
1637,-3.87,36418.83,-6745.28
1638,1.04,46038.93,-2997.92
1639,-4.29,21272.11,-8884.16
1640,0.79,66532.74,-348.86
1641,0.44,40646.12,-1730.77
1642,-10.51,49547.06,-6929.5
1643,2.5,5185.29,137.08
1644,8.26,36377.21,-1364.78
1645,3.78,45494.88,-3195.55
1646,7.76,8988.58,-4343.92
1647,-3.15,78924.02,-6386.09
1648,-2.91,122.5,-6565.83
1649,-2.45,2996.01,-8432.16
1650,-10.32,48007.53,-6413.05
1651,7.68,21.29,-4833.99
1652,7.61,1870.9,-3512.25
1653,-2.93,10215.34,-7259.58
1654,-10.49,18877.42,-4698.99
1655,0.71,40778.95,6419.32
1656,0.82,43107.22,-1453.0
1657,3.59,71098.94,6770.69
1658,7.01,41116.86,-3546.45
1659,3.3,23375.12,6884.86
1660,-6.02,12343.51,-7561.03
1661,0.36,52698.58,-3354.22
1662,-8.27,22070.02,-7411.4
1663,3.22,41208.38,5072.55
1664,2.64,2112.02,-636.82
1665,-10.32,45845.89,-5034.27
1666,2.68,12584.34,5386.72
1667,-8.15,47404.63,-5264.78
1668,8.49,57163.22,-4234.02
1669,-2.23,11251.15,-8231.5
1670,3.85,54920.56,6810.09
1671,-9.27,25734.02,-5154.7
1672,7.93,408.18,-2899.5
1673,8.41,25333.58,-4514.57
1674,8.38,29019.4,-5773.28
1675,3.47,27709.8,7389.0
1676,-9.75,17935.43,-6286.55
1677,5.98,67755.3,-3530.54
1678,2.63,46381.22,6875.86
1679,-0.14,26561.7,-1291.58
1680,4.01,8415.04,5658.77
1681,-9.15,20389.76,-7240.49
1682,8.43,33339.11,-3548.48
1683,6.7,54600.78,-3974.87
1684,3.0,39511.0,-907.77
1685,-9.67,12470.69,-6594.11
1686,6.99,47280.1,-4963.45
1687,-1.37,1668.05,-8581.0
1688,3.95,32025.72,6401.24
1689,-8.5,52415.59,-5940.18
1690,-4.1,12600.17,-7090.26
1691,-10.22,15806.28,-4661.67
1692,3.06,827.04,-1188.23
1693,3.33,43472.57,6697.08
1694,-8.04,24642.82,-5158.03
1695,4.07,73632.12,5014.48
1696,-8.59,40979.87,-5852.85
1697,2.17,35277.22,-3051.22
1698,1.68,50267.75,6121.82
1699,2.22,21720.99,-1558.4
1700,10.1,1414.95,-4088.54
1701,-9.91,44854.27,-6911.15
1702,-8.62,26597.24,-6735.1
1703,3.01,25149.07,6969.82
1704,-10.91,34247.21,-6398.29
1705,7.83,9312.1,-1801.28
1706,7.2,37478.37,-4451.34
1707,3.24,2430.84,4213.74
1708,-10.56,16726.28,-6400.65
1709,4.54,47754.05,6367.88
1710,1.11,45352.94,-2061.98
1711,3.28,48581.42,6554.58
1712,2.28,40927.25,-955.87
1713,3.28,3252.44,6114.85
1714,7.71,19821.62,-3880.6
1715,-9.18,17758.87,-5605.59
1716,-8.35,40957.79,-7434.11
1717,8.25,40554.45,-4101.6
1718,-10.43,4252.86,-5432.29
1719,-9.5,42965.81,-5214.0
1720,3.12,915.97,6070.62
1721,7.65,37394.61,-4081.77
1722,1.3,15066.78,-3626.99
1723,1.48,31413.42,-2534.85
1724,-8.63,55257.67,-6192.98
1725,7.93,16831.41,-5004.3
1726,-8.33,29499.39,-5395.88
1727,8.66,27176.32,-4541.09
1728,8.15,36855.57,-3090.03
1729,2.73,16668.46,7287.31
1730,-11.53,13156.38,-6041.2
1731,3.35,6426.95,-3021.09
1732,7.9,38344.34,-4312.56
1733,-4.28,25050.9,-6737.73
1734,1.7,29107.22,-2330.49
1735,8.4,20630.2,-3791.46
1736,-3.62,9556.46,-6120.34
1737,3.49,53107.58,-1873.38
1738,6.57,36484.55,-5721.05
1739,-9.41,9130.32,-6398.12
1740,-3.01,18606.04,-8718.69
1741,2.23,45392.73,6300.32
1742,3.03,5432.89,6764.5
1743,8.86,14383.57,-5590.16
1744,4.35,37454.89,5830.82
1745,-8.36,3513.03,-4294.4
1746,-8.07,32736.96,-6192.18
1747,-10.19,40926.49,-6468.09
1748,-9.84,76012.61,-5470.73
1749,3.34,39696.23,4972.44
1750,2.97,45761.46,6239.69
1751,4.26,31258.75,6230.18
1752,0.73,34002.8,-932.38
1753,3.21,18433.5,-2303.58
1754,-3.9,38335.06,-8126.88
1755,2.2,41825.99,6058.08
1756,-3.27,29919.05,-7106.78
1757,2.2,24728.54,-2362.12
1758,-9.18,38936.74,-5663.79
1759,-9.55,38819.36,-6564.27
1760,4.36,870.05,6128.74
1761,9.09,5309.72,-3696.0
1762,8.8,66042.32,-4796.03
1763,7.5,36702.48,-3893.32
1764,-4.52,50503.1,-7699.03
1765,-9.16,5581.82,-4694.72
1766,4.98,32069.39,4855.8
1767,2.63,43080.07,-244.22
1768,-0.17,37565.81,-2932.43
1769,7.36,13669.48,-4113.34
1770,1.48,23010.67,-2988.86
1771,0.77,15165.43,-3944.06
1772,2.25,59270.58,4904.05
1773,0.49,22031.25,-867.5
1774,7.06,23583.8,-5033.28
1775,3.46,62.27,6465.96
1776,6.44,8598.98,-3333.49
1777,-11.18,16926.92,-5532.41
1778,8.88,8934.74,-2934.36
1779,-8.64,15556.36,-5587.03
1780,3.11,24051.97,-2635.3
1781,1.94,753.05,-3117.53
1782,9.38,25340.93,-4552.17
1783,0.76,41812.06,-2567.94
1784,-8.89,11118.57,-4816.85
1785,-3.13,30596.38,-6457.42
1786,6.27,8619.37,-3163.5
1787,2.02,31206.31,5408.2
1788,4.86,6947.91,5982.4
1789,-9.17,9720.92,-4688.11
1790,7.21,20731.6,-5305.66
1791,6.63,6595.06,-5153.9
1792,-2.95,23193.2,-8141.84
1793,7.86,41695.21,-3843.82
1794,7.13,10014.0,-5093.52
1795,6.95,29250.69,-3238.0
1796,2.29,35793.91,-1807.84
1797,-10.07,21969.16,-4553.53
1798,7.19,28157.26,-1997.49
1799,7.45,26569.34,-3823.71
1800,3.15,66286.64,6801.47
1801,7.84,14782.82,-4062.47
1802,-3.33,25951.05,-7029.09
1803,1.8,10491.58,-623.82
1804,1.38,3270.59,-2635.58
1805,-3.12,20724.61,-5487.46
1806,1.67,3997.15,-3321.47
1807,4.06,14628.17,7359.4
1808,-4.44,46263.21,-7675.19
1809,-4.1,16511.49,-5974.18
1810,2.92,49404.83,4902.78
1811,8.61,390.95,-4003.78
1812,-10.46,6947.63,-7723.91
1813,-9.49,30109.12,-6059.35
1814,7.25,11033.82,-5562.79
1815,-4.26,54164.89,-8796.15
1816,3.07,58904.11,5909.94
1817,6.16,35686.72,-4256.46
1818,3.7,24040.17,4976.72
1819,1.27,16038.87,-2286.61
1820,-3.46,59648.37,-5306.85
1821,-9.2,36706.21,-5722.15
1822,-9.47,30951.92,-6031.88
1823,-2.21,77368.08,-6995.25
1824,-10.53,34930.46,-7165.98
1825,-4.2,18123.63,-7186.64
1826,1.41,24771.48,-3434.8
1827,-10.19,5229.86,-5786.97
1828,-8.08,28159.18,-8645.88
1829,-1.57,32733.79,-6079.62
1830,-2.81,36374.16,-6763.86
1831,-9.48,48931.33,-4952.75
1832,7.9,51340.69,-4885.42
1833,0.61,51643.62,-2869.1
1834,1.32,11799.28,-1957.86
1835,1.69,33478.82,-740.42
1836,4.22,74743.18,-2930.35
1837,-9.55,36960.18,-6785.48
1838,6.48,45746.96,-6081.67
1839,0.36,24520.24,-2832.56
1840,10.28,23875.23,-3935.05
1841,0.71,8232.34,-2840.84
1842,8.5,3834.53,-4761.52
1843,7.15,549.9,-3989.92
1844,-2.55,8591.19,-7464.71
1845,2.05,46033.19,-1103.51
1846,4.12,36993.18,7072.98
1847,-3.38,8023.74,-7929.6
1848,-8.76,15494.91,-4661.07
1849,1.31,8071.1,-1400.16
1850,1.72,22680.59,-1061.3
1851,-7.05,15926.63,-6400.1
1852,-3.86,55719.27,-7257.3
1853,-9.68,1219.79,-6546.68
1854,0.97,50031.12,-133.94
1855,2.04,62875.12,-1525.33
1856,-4.4,21716.82,-6907.24
1857,4.54,1961.76,4940.83
1858,-3.96,1128.09,-6581.39
1859,3.82,40954.17,6022.1
1860,8.0,52664.52,-5097.15
1861,6.45,42849.37,-3627.85
1862,-9.66,18.91,-6576.72
1863,-6.14,2328.68,-8285.1
1864,-2.84,47705.61,-9145.23
1865,3.72,24416.35,6248.67
1866,-1.85,43310.72,-6521.55
1867,4.26,36269.53,-2317.02
1868,-2.52,25988.92,-8110.54
1869,-2.53,13167.77,-5324.66
1870,-8.13,43243.55,-5761.77
1871,-8.97,68636.72,-6573.82
1872,2.2,83632.43,5694.45
1873,0.18,39049.57,-2577.05
1874,-8.71,42528.83,-5960.54
1875,3.48,5372.85,5267.69
1876,-2.96,65778.34,-7338.94
1877,3.9,28349.44,4440.33
1878,2.08,33189.89,5480.16
1879,-8.18,43206.09,-5344.3
1880,2.43,32428.96,-1974.49
1881,-2.17,6641.39,-6794.78
1882,5.44,35519.31,6249.88
1883,-9.46,27752.02,-7581.28
1884,1.86,53857.12,-2867.69
1885,-4.37,19720.45,-7686.14
1886,3.5,30034.25,5212.84
1887,4.38,28553.38,5033.32
1888,3.39,3901.04,6094.68
1889,4.41,46166.85,6237.38
1890,7.97,39066.47,-5045.85
1891,-3.25,57466.27,-7211.76
1892,-2.4,8225.51,-7214.81
1893,-10.05,59072.36,-6001.67
1894,7.58,27177.24,-3624.73
1895,3.17,25338.7,7194.55
1896,2.83,37148.47,5497.09
1897,-8.81,38909.37,-5234.62
1898,3.41,25468.57,6155.5
1899,9.23,52006.17,-5308.08
1900,-3.64,52051.03,-7199.7
1901,7.59,36009.98,-3442.95
1902,-3.61,13146.25,-8390.83
1903,7.83,51764.68,-5325.43
1904,8.98,30220.83,-2799.84
1905,4.0,27392.4,4445.3
1906,2.0,37893.58,-3333.03
1907,-9.27,28184.99,-4274.51
1908,7.62,51832.08,-4120.57
1909,7.56,11861.48,-3355.02
1910,2.39,70402.48,7071.31
1911,-2.92,28368.02,-6417.97
1912,8.09,7848.07,-5458.87
1913,-9.67,19764.69,-3733.83
1914,-9.34,11111.06,-5067.83
1915,-8.98,18262.13,-6418.27
1916,-8.86,16986.69,-6333.61
1917,6.91,11263.69,-4684.38
1918,-9.37,50005.79,-5685.19
1919,-8.41,41187.39,-6475.44
1920,6.88,29807.32,-5016.64
1921,2.79,13931.83,-675.53
1922,7.24,25673.54,-6019.65
1923,7.62,41185.19,-4967.92
1924,-4.56,40105.78,-6759.2
1925,-3.85,21950.34,-5926.34
1926,3.58,32312.02,5167.52
1927,5.45,41922.93,5920.4
1928,-3.29,25173.51,-6912.1
1929,2.79,459.12,-3519.7
1930,-2.29,36243.4,-6926.34
1931,7.26,24687.89,-4931.88
1932,0.71,45682.29,-609.14
1933,-4.63,35117.61,-6947.06
1934,3.7,26706.87,7214.77
1935,8.27,35056.57,-3580.33
1936,-4.12,47773.87,-5920.91
1937,3.48,12391.05,6056.35
1938,2.91,47971.9,4773.18
1939,-9.69,24330.67,-8158.57
1940,-7.99,371.77,-5844.1
1941,6.76,48256.97,-6246.55
1942,-4.9,52056.54,-6787.36
1943,3.32,12827.06,5185.53
1944,-7.51,35053.06,-7176.09
1945,-7.8,36682.85,-5506.41
1946,2.74,22786.18,-2061.95
1947,1.43,66552.55,8170.06
1948,5.99,34145.47,-3022.8
1949,1.14,39026.09,-2966.99
1950,1.22,46063.42,-4121.71
1951,3.35,26893.09,5755.92
1952,0.68,51488.82,-641.32
1953,0.8,30312.76,-1551.53
1954,8.23,4254.37,-4246.69
1955,-4.84,66751.28,-6782.61
1956,6.51,9143.34,-4306.07
1957,-2.14,8804.19,-5215.25
1958,-4.93,16989.68,-8312.0
1959,-9.96,33133.95,-5395.62
1960,3.67,411.97,6892.58
1961,-4.86,2408.04,-4115.38
1962,1.3,18042.56,-1684.01
1963,-3.1,45998.94,-7382.95
1964,9.71,18548.72,-4375.96
1965,-3.09,27196.71,-6250.85
1966,6.96,69084.47,-4067.21
1967,-3.77,29102.73,-7833.96
1968,0.26,47511.39,-1865.48
1969,-2.8,16931.5,-5444.92
1970,3.6,2837.2,5566.65
1971,2.75,54504.8,7076.27
1972,-1.03,19158.7,-7467.78
1973,3.69,39070.07,6179.05
1974,-10.45,16549.12,-6217.1
1975,1.46,61367.16,6466.48
1976,-3.09,3480.28,-8098.71
1977,-3.43,29644.31,-8037.38
1978,-4.01,30991.21,-7553.22
1979,2.54,50076.29,5467.91
1980,6.59,55766.74,-4963.99
1981,0.3,38184.33,-671.88
1982,-8.46,38641.93,-5916.24
1983,8.15,41816.85,-4097.63
1984,1.99,65586.0,-2154.26
1985,-2.75,64596.04,-6965.79
1986,4.31,57047.15,6101.54
1987,8.1,29900.62,-3013.93
1988,-10.77,24647.75,-5836.95
1989,2.48,451.73,-2688.26
1990,-2.0,34993.42,-6752.09
1991,0.04,16798.7,-725.08
1992,-9.68,4642.85,-5243.16
1993,6.88,48519.53,-2903.82
1994,-8.06,37233.05,-6387.31
1995,-2.87,9091.85,-7140.15
1996,2.29,34059.23,-1650.35
1997,1.43,7229.24,-1270.34
1998,-3.37,45588.78,-7739.54
1999,-0.84,525.78,-7129.5
2000,3.98,27481.08,5848.03
2001,1.25,8439.07,7458.45
2002,-11.39,40789.72,-4558.4
2003,7.8,50978.92,-4111.89
2004,2.29,2725.93,-2314.08
2005,7.81,1615.19,-3622.06
2006,3.38,59897.07,7169.73
2007,-2.49,50828.86,-7268.44
2008,-10.2,34203.48,-5641.44
2009,-4.57,55629.77,-6953.09
2010,-8.55,20767.61,-5534.41
2011,-11.74,16915.47,-7691.4
2012,-9.13,5357.26,-5869.94
2013,9.09,13127.16,-4860.54
2014,-3.84,51408.43,-8097.55
2015,-9.56,52827.8,-5422.61
2016,-8.93,31815.63,-4436.1
2017,1.47,48340.89,-2800.16
2018,-8.4,30621.18,-5575.31
2019,8.25,59145.91,-7347.88
2020,8.46,34447.08,-3949.14
2021,9.05,23633.91,-4220.7
2022,3.21,65566.43,6668.65
2023,7.17,29395.11,-3549.44
2024,2.73,19670.09,4180.27
2025,3.39,7842.35,5304.74
2026,1.66,31075.68,-2807.51
2027,2.78,53999.61,5028.66
2028,-2.07,15604.14,-7601.84
2029,-3.92,17823.37,-5828.76
2030,-9.44,44474.09,-6775.88
2031,-10.26,12605.71,-5818.63
2032,-2.68,17477.39,-7436.03
2033,-9.15,28143.65,-7375.51
2034,-8.99,7883.76,-7770.98
2035,4.03,25290.23,5209.79
2036,1.87,57785.95,-1750.27
2037,2.8,33970.52,5516.27
2038,3.02,45903.16,-1586.85
2039,7.55,33846.18,-3354.97
2040,0.73,55291.87,-2534.21
2041,2.73,54388.97,4849.19
2042,-9.63,60379.09,-7011.45
2043,-10.36,27145.95,-6600.69
2044,-9.19,3065.32,-6470.22
2045,-2.87,30432.06,-5349.41
2046,1.6,2521.09,5892.68
2047,-3.08,11263.35,-7737.7
2048,-8.61,6422.97,-5858.18
2049,-8.0,23517.4,-6000.4
2050,8.0,49150.79,-5108.93
2051,8.07,43558.77,-3101.49
2052,-10.11,41854.59,-4915.49
2053,4.87,28613.34,6694.63
2054,7.32,34725.29,-4475.09
2055,-4.77,59868.98,-4130.42
2056,-10.18,34309.67,-6507.86
2057,-8.97,35996.8,-4579.47
2058,3.99,26109.22,8494.0
2059,1.99,9627.29,-3386.83
2060,-11.63,24151.98,-6113.71
2061,1.35,44822.98,-3169.84
2062,-8.59,20033.78,-6043.72
2063,-8.81,17055.6,-5179.07
2064,2.42,42342.1,-1606.42
2065,5.55,20962.59,-2742.92
2066,-11.4,72152.01,-5429.54
2067,7.58,11472.62,-6021.06
2068,-0.1,37365.82,-2718.55
2069,7.98,10049.24,-4006.37
2070,2.89,36517.94,3725.9
2071,0.54,26814.0,-1866.2
2072,2.38,2583.0,-3369.39
2073,3.39,7529.16,4914.11
2074,1.21,29468.54,-1992.56
2075,7.84,36260.74,-4684.25
2076,7.97,7390.41,-3292.1
2077,-8.71,16058.99,-6397.04
2078,2.03,13885.25,5628.41
2079,-9.5,3483.24,-5473.28
2080,3.79,11355.2,-1614.48
2081,-10.25,24151.83,-7035.09
2082,2.31,3971.51,-1718.38
2083,7.98,21950.06,-5378.83
2084,1.42,10845.92,-1377.48
2085,0.72,40913.43,-1178.46
2086,8.21,31681.04,-3602.83
2087,-2.84,29947.32,-7782.22
2088,-9.05,2610.32,-6046.13
2089,-8.48,49482.31,-6811.87
2090,-4.61,2955.14,-7332.31
2091,10.25,28939.81,-5230.8
2092,-2.7,1898.88,-5547.1
2093,2.07,1389.49,5328.18
2094,2.02,12988.57,-2410.29
2095,1.9,60560.1,-2858.34
2096,5.35,36546.63,6873.2
2097,0.2,46393.12,-975.55
2098,-9.57,53758.09,-5791.97
2099,2.01,27371.47,4319.61
2100,3.05,30767.63,4994.62
2101,1.46,28391.54,-1693.7
2102,8.58,5811.54,-4875.12
2103,-9.3,8172.01,-5602.62
2104,-5.3,47246.27,-6063.07
2105,-3.59,951.9,-6836.49
2106,3.21,33537.34,5491.16
2107,2.99,18661.0,-4105.58
2108,1.16,24949.24,96.85
2109,-9.65,2870.09,-7365.63
2110,6.34,23775.4,-3021.33
2111,4.85,31380.03,6752.08
2112,-8.9,36755.52,-5718.35
2113,6.83,46733.97,-2177.82
2114,2.25,30156.02,5204.32
2115,1.93,16858.78,5049.97
2116,7.59,10.54,-4259.73
2117,-1.9,54242.87,-6130.76
2118,-9.71,9134.78,-7336.31
2119,-9.57,45595.39,-4463.27
2120,4.08,32690.59,6467.46
2121,-8.88,4749.72,-4308.59
2122,-9.26,27087.18,-7367.92
2123,-9.35,25504.13,-9213.71
2124,-9.9,18152.92,-5573.83
2125,3.28,37584.27,6586.24
2126,-10.32,53811.78,-7705.88
2127,-1.76,19911.23,-8248.06
2128,-0.29,41832.15,-2339.77
2129,-3.44,18555.09,-6745.0
2130,-9.1,54276.93,-5793.58
2131,4.01,84883.15,6905.72
2132,-2.98,31057.63,-8271.04
2133,3.48,43381.86,3314.71
2134,2.74,59370.24,7495.2
2135,-3.23,68028.78,-6717.53
2136,-3.25,5474.22,-6881.48
2137,-3.2,45491.56,-8753.16
2138,-4.15,33556.47,-6915.06
2139,0.3,47692.94,-3302.88
2140,-9.16,68407.1,-7347.86
2141,-2.08,10990.81,-7782.29
2142,6.94,56180.75,-3882.31
2143,8.61,45122.01,-3383.17
2144,4.23,47351.46,6621.79
2145,-3.54,76614.59,-6454.67
2146,8.44,47813.85,-2895.24
2147,7.25,10909.28,-3864.23
2148,3.01,53981.86,7061.8
2149,1.78,60561.9,-2796.84
2150,1.7,15079.23,6837.77
2151,7.63,11454.47,-5700.09
2152,6.52,43852.39,-3480.15
2153,-8.11,41659.25,-5835.96
2154,-7.93,8390.87,-5864.15
2155,7.42,14939.54,-2220.63
2156,1.6,49872.09,-1271.01
2157,-2.74,7824.1,-5512.23
2158,-3.34,46756.86,-6969.7
2159,-0.99,32498.62,-6756.73
2160,3.23,12117.96,-736.88
2161,-9.83,34050.3,-7660.54
2162,8.73,34380.32,-3493.86
2163,-9.41,4938.63,-8045.62
2164,-3.11,1617.08,-4868.93
2165,7.34,30381.99,-3858.42
2166,0.03,48573.31,-1580.26
2167,3.18,45652.41,5074.54
2168,7.46,546.23,-5439.55
2169,-4.91,58674.05,-5045.98
2170,9.54,12215.77,-4875.54
2171,7.51,64722.52,-5178.47
2172,-8.87,23703.35,-5736.1
2173,8.13,14894.75,-3978.99
2174,-1.54,2497.26,-6920.21
2175,3.67,25754.09,6286.23
2176,-8.41,29596.13,-7262.72
2177,7.82,25456.99,-3744.79
2178,3.63,23780.45,5880.86
2179,-3.86,26824.11,-6937.1
2180,-4.57,32894.01,-5464.27
2181,0.14,15840.46,-1579.95
2182,2.58,47887.81,-2103.88
2183,9.05,39520.42,-5407.73
2184,-8.87,52738.72,-5778.01
2185,9.38,14031.24,-4775.02
2186,0.87,34588.19,-3307.56
2187,5.61,48119.46,-2478.68
2188,7.94,29853.66,-5892.72
2189,7.47,2496.37,-3121.62
2190,9.03,4428.9,-4455.05
2191,2.52,29252.55,5753.5
2192,-4.61,33376.54,-7416.31
2193,-1.4,22810.23,-6733.25
2194,-7.64,10940.83,-4573.75
2195,4.27,6149.46,6464.43
2196,8.03,34732.1,-3239.73
2197,2.02,9751.97,-1804.58
2198,3.64,19856.47,5062.38
2199,3.13,33105.24,-1939.42
2200,7.89,54997.09,-2315.12
2201,-3.2,45335.2,-8500.61
2202,-5.13,20911.57,-6791.35
2203,-7.72,41793.12,-6759.28
2204,2.59,10503.87,5613.88
2205,-4.84,3258.53,-8390.7
2206,-5.36,25631.32,-6300.82
2207,-3.47,3764.49,-7687.12
2208,2.41,5367.67,-2361.21
2209,3.42,72257.12,5507.34
2210,-9.43,46117.37,-5926.6
2211,3.46,45680.21,5792.6
2212,2.5,31518.2,6412.34
2213,5.9,70399.05,-5454.82
2214,0.76,39694.97,-3508.48
2215,-3.99,59088.31,-8037.82
2216,-4.34,5577.7,-5817.41
2217,-3.7,30334.17,-7255.2
2218,3.3,35115.14,5934.42
2219,6.48,33557.73,-4873.28
2220,-3.04,41120.63,-5431.61
2221,3.59,29760.92,7178.87
2222,-8.63,12310.2,-6925.53
2223,-9.55,64602.56,-5109.68
2224,-2.41,33837.87,-8710.22
2225,9.03,52634.28,-4891.22
2226,6.6,35220.65,-6190.44
2227,-3.51,23755.37,-7462.65
2228,-9.1,29499.37,-5651.88
2229,-9.42,51539.81,-6635.36
2230,4.12,47954.29,6661.93
2231,7.98,26099.26,-3836.58
2232,6.79,75865.56,-3835.11
2233,-0.38,23933.05,-2928.81
2234,-1.81,38328.19,-7157.87
2235,3.33,55687.57,4080.72
2236,-2.57,31934.61,-7846.34
2237,8.08,44018.63,-4627.04
2238,-3.79,44385.5,-7321.48
2239,6.88,14727.3,-4759.23
2240,-10.65,14714.87,-4837.9
2241,-7.87,8577.56,-7045.35
2242,3.63,51233.27,7350.89
2243,-2.96,16655.57,-6555.3
2244,2.98,61562.41,7045.76
2245,3.8,21417.62,6507.18
2246,4.17,53600.27,6542.76
2247,-3.47,22657.18,-6756.32
2248,3.27,23394.63,5832.57
2249,-1.79,49629.11,-8752.03
2250,6.53,54039.25,-4716.05
2251,2.28,42969.02,-3456.22
2252,-10.56,49645.73,-6513.3
2253,-8.92,42347.24,-6461.98
2254,3.42,42811.84,-3572.31
2255,9.52,45644.36,-5451.36
2256,-0.17,34022.12,-493.68
2257,8.84,76596.21,-4854.19
2258,5.86,22247.63,-4397.71
2259,-4.3,11947.7,-5574.83
2260,5.39,42412.56,-4221.64
2261,9.78,41748.31,-5285.9
2262,2.42,12764.81,6207.32
2263,3.23,29726.85,-2928.95
2264,-10.29,243.55,-4970.61
2265,0.23,23571.98,-3337.53
2266,2.99,19345.71,4659.48
2267,-8.8,31074.46,-6468.55
2268,8.22,17827.61,-3922.65
2269,1.17,27950.49,-2948.0
2270,5.31,38533.24,6649.26
2271,3.89,8581.95,6560.8
2272,6.14,24696.67,-5911.55
2273,8.43,11139.33,-4803.16
2274,1.98,21713.7,-257.98
2275,2.8,41833.37,6930.25
2276,-4.28,15395.43,-7649.33
2277,1.58,8691.89,5472.6
2278,6.56,44218.02,-4445.28
2279,0.71,43047.95,-3510.07
2280,-9.55,34952.53,-6590.17
2281,0.77,23078.77,-1286.21
2282,-3.69,68.54,-6839.84
2283,3.6,48031.23,5441.85
2284,-9.37,58507.99,-5713.34
2285,-2.72,29950.9,-9109.5
2286,-2.58,19767.11,-4896.97
2287,2.71,12321.31,7118.79
2288,3.43,43420.81,-2628.75
2289,-3.95,1655.1,-8183.87
2290,-2.87,46779.78,-7587.28
2291,-9.61,29617.36,-5754.76
2292,-3.18,32632.86,-7222.06
2293,2.96,82980.23,642.34
2294,-2.3,23977.78,-8146.1
2295,3.17,50679.87,6181.39
2296,-9.39,6913.74,-6236.64
2297,0.33,66971.74,-2100.42
2298,6.28,57563.99,-5233.02
2299,4.69,33107.65,4488.03
2300,5.65,52154.98,7388.58
2301,7.28,415.56,-4750.64
2302,-4.23,66356.71,-8719.0
2303,4.47,38212.78,5944.84
2304,-7.74,38886.25,-6479.99
2305,8.1,4412.1,-2111.16
2306,-5.03,27390.82,-7666.04
2307,-8.79,20147.08,-7116.81
2308,1.4,54596.75,-1360.18
2309,-7.22,22575.86,-5243.41
2310,1.94,76016.67,-1813.53
2311,7.54,35345.6,-4812.02
2312,1.28,41982.58,-916.99
2313,3.4,4465.1,6893.41
2314,-3.7,58763.16,-6505.96
2315,2.68,50640.18,5746.81
2316,-8.53,1851.5,-5604.56
2317,-4.08,27486.11,-6602.15
2318,-8.86,3290.83,-5428.53
2319,-4.67,23163.12,-7107.03
2320,3.41,842.15,5771.94
2321,1.65,47522.48,5381.48
2322,3.52,42323.87,5310.73
2323,-8.45,33028.52,-7775.47
2324,8.01,31402.54,-4545.22
2325,8.07,43584.37,-2884.76
2326,1.9,29460.12,-1512.48
2327,-4.09,50505.17,-6316.83
2328,-3.79,33318.68,-7166.72
2329,8.33,28961.95,-4117.15
2330,1.0,28207.36,-2560.37
2331,-1.91,60449.45,-6559.65
2332,4.19,20667.07,7589.8
2333,5.69,8329.93,-5387.1
2334,-3.65,2289.48,-7765.05
2335,4.37,39898.21,5187.1
2336,5.96,51358.12,4974.32
2337,-8.3,16959.27,-7319.43
2338,2.87,6556.5,-2715.82
2339,9.04,43027.04,-3425.82
2340,9.78,57609.24,-4846.22
2341,7.46,29026.51,-4072.63
2342,3.13,60292.39,6992.23
2343,2.93,26910.34,5285.96
2344,-3.64,24749.83,-6698.27
2345,-8.66,53565.69,-5357.52
2346,4.16,7378.56,5965.19
2347,-10.34,11745.31,-4640.12
2348,-8.39,23495.64,-6680.82
2349,-2.31,16593.79,-5864.07
2350,-3.27,48894.48,-5051.79
2351,2.96,27944.25,4957.98
2352,0.55,44863.2,-2954.9
2353,-2.86,28694.32,-7397.66
2354,1.93,35587.67,-2005.28
2355,6.05,21520.36,-4104.77
2356,-9.77,44624.94,-6228.63
2357,1.95,34385.02,6577.85
2358,-8.69,25517.26,-6066.72
2359,0.64,24584.5,-1739.92
2360,-9.61,8731.96,-6323.09
2361,2.0,54722.48,-2636.27
